#,Game,Date,Price,Review,Owners,Playtime,Developer,Publisher,Month
3261,2 Synchro Hedgehogs,7-Sep-21,0.49,0,10000,00:00 (00:00),grin robot,grin robot,9
3262,Rising - Hungry Lizard,30-Aug-21,2.99,0,10000,00:00 (00:00),Evprod,Evprod,8
3264,Pilie Pals,15-Oct-21,3.24,0,10000,00:00 (00:00),KEYREAL,KEYREAL,10
3265,Ada And Cal,28-Aug-21,2.99,0,10000,00:00 (00:00),Antarsoft,Antarsoft,8
3266,Monkey Hit,15-May-21,0.59,0,10000,00:00 (00:00),QuickBobber,QuickBobber,5
3267,Whack A Rat VR,13-May-21,2.99,0,10000,00:00 (00:00),Derrick Davison,Derrick Davison,5
3268,Cleithrophobia,3-Nov-21,3.19,0,10000,00:00 (00:00),WillyHB,WillyHB,11
3269,G-MODEアーカイブス09 フライハイトクラウディア2,24-May-21,3.49,0,10000,00:00 (00:00),G-MODE,G-MODE,5
3270,the secret of dyes,4-Jun-21,0.49,0,10000,00:00 (00:00),GCN,GCN,6
3271,Akinofa,15-Jul-21,1.99,0,10000,00:00 (00:00),Pixel Lantern,Pixel Lantern,7
3273,Endless Furry Asteroids,12-Apr-21,0.28,0,10000,00:00 (00:00),Tegridy Made Games,Tegridy Made Games,4
3274,Race - Total Toon Race,9-Apr-21,1.99,0,10000,00:00 (00:00),Andreas Otten,Andreas Otten,4
3275,ShootOut(SystemD),30-Sep-21,4.99,0,10000,00:00 (00:00),sillikone,sillikone,9
3276,Code Lab（代码实验室）,3-May-21,2.99,0,10000,00:00 (00:00),Ardyn,Ardyn,5
3278,Curiosity,11-Apr-21,0.79,0,10000,00:00 (00:00),NonStandardCode,NonStandardCode,4
3280,Lotto Life,15-Oct-21,9.99,0,10000,00:00 (00:00),"Stephen Rich, Anthony Rietkerk, Ryan, Jiwon Suh, Jason Maiser, Pallav Sharda, Nuvya Dutt Sharda",Single Cell Productions,10
3281,Scientific Shutdown,31-Jul-21,11.99,0,10000,00:00 (00:00),Define Logic Studios,Define Logic Studios,7
3282,Veg Out Crew,16-Jul-21,2.99,0,10000,00:00 (00:00),Guy Kimpton,Guy Kimpton,7
3283,Dominant Mind,18-May-21,1.99,0,10000,00:00 (00:00),Peaksel,Peaksel,5
3284,Tatarian aster,6-Apr-21,3.19,0,10000,00:00 (00:00),ChaosSaltDev,ChaosSaltDev,4
3285,Fight for that Ball,19-May-21,9.99,0,10000,00:00 (00:00),Beardman Studios,Beardman Studios,5
3286,Little Monkeys Eat Bananas,7-Apr-21,4.99,0,10000,00:00 (00:00),Amendment 2 Studios,Amendment 2 Studios,4
3287,Helix,9-Jul-21,4.99,0,10000,00:00 (00:00),"Cosmo Corner, coco3908",Cosmo Corner,7
3288,Goblins!,31-Mar-21,1.49,0,10000,00:00 (00:00),Polygon Dust Entertainment Ltd.,Polygon Dust Entertainment Ltd.,3
3289,ITERRIA ZONE,6-Mar-21,9.99,0,10000,00:00 (00:00),Artem W,Artem W,3
3290,The Architect's Game,17-Sep-21,1.99,0,10000,00:00 (00:00),SelianiDEV,SelianiDEV,9
3291,Dance with me,21-Jul,0.79,0,10000,00:00 (00:00),Tarnaki Technology,Tarnaki Technology,7
3292,VR Plant Journey,19-Jun-21,1.69,0,10000,00:00 (00:00),"Simmation, Breakpoint One GmbH","Breakpoint One GmbH, Leibniz-Institut für Pflanzengenetik und Kulturpflanzenforschung",6
3294,The Chronicler,2-Jun-21,6.99,0,10000,00:00 (00:00),Octavi Navarro,Octavi Navarro,6
3295,Abridged,10-Aug-21,1.99,0,10000,00:00 (00:00),exaltedjoss27,exaltedjoss27,8
3296,Bunny's Buddy,23-Sep-21,199.99,0,10000,00:00 (00:00),Ishan Mandal,Scoopy Studios,9
3297,KooringVR Wonderland:Red Queen's Black Magic,14-Sep-21,29.99,0,10000,00:00 (00:00),VRANI inc.,VRANI inc.,9
3299,Lingering Legacy,15-Aug-21,9.99,0,10000,00:00 (00:00),AshuriiYuki Productions,AshuriiYuki Productions,8
3300,ShiroKuro's Adventure,20-Aug-21,1.99,0,10000,00:00 (00:00),kinetworks,kinetworks,8
3301,Weapons Knight,20-Aug-21,1.99,0,10000,00:00 (00:00),MochaDev,Mocha Games,8
3303,Where's My Lunch?!,18-Sep-21,4.99,0,10000,00:00 (00:00),Magic Dragon Games,Magic Dragon Games,9
3304,To Kill A King,25-Jun-21,1.99,0,10000,00:00 (00:00),1SiGn Games,1SiGn Games,6
3305,Killer Gin Battle Arcade,18-Aug-21,9.99,0,10000,00:00 (00:00),The Killer Gin,The Killer Gin,8
3306,Light Up The Room,3-Nov-21,0.99,0,10000,00:00 (00:00),Nickolas Machado,Nickolas Machado,11
3308,Trial of Two,23-Dec-21,8.99,0,10000,00:00 (00:00),Oilcatz,Oilcatz,12
3309,WaveTiles,13-Aug-21,9.99,0,10000,00:00 (00:00),WhoCares Games,WhoCares Games,8
3310,Ark of Loif,7-Sep-21,19.84,0,10000,00:00 (00:00),1/2ofOctahedron,1/2ofOctahedron,9
3311,Multia Space Program,1-Sep-21,0.99,0,10000,00:00 (00:00),Crazy Dog Games Tmi,Crazy Dog Games Tmi,9
3312,Chromatic Labyrinth,30-Apr-21,1.99,0,10000,00:00 (00:00),LVTomDesign,LVTomDesign,4
3313,Metaverse: Origins,17-May-21,9.99,0,10000,00:00 (00:00),Penumbra.tech,Penumbra.tech,5
3314,Opa Definitive Edition,27-Apr-21,2.99,0,10000,00:00 (00:00),"Cubko, JohnDann",Cubko,4
3315,Slordax: The Unknown Enemy,7-May-21,3.49,0,10000,00:00 (00:00),Softdisk,Ziggurat,5
3316,Solitaire Victorian Picnic 2,9-May-21,4.99,0,10000,00:00 (00:00),Somer Games,8floor,5
3318,ArtPuzzle VR,9-Jul-21,9.99,0,10000,00:00 (00:00),ART2.team,ART2.team,7
3319,Chrome Switcher,11-Jun-21,4.99,0,10000,00:00 (00:00),PixelSteel Studios,PixelSteel Studios,6
3320,Keezeh The Spector of Time,2-May-21,2.99,0,10000,00:00 (00:00),rabbani prottoy,chalidus,5
3323,Frogiee,15-Apr-21,3.99,0,10000,00:00 (00:00),"Peter Kragh, Thomas Lauridsen",Greasy Elephant,4
3324,Marionette lab,21-Jun-21,0.99,0,10000,00:00 (00:00),Ununennium Games,Ununennium Games,6
3325,Rescue Friends Solitaire,20-Jul-21,1.79,0,10000,00:00 (00:00),DigiMight,DigiMight,7
3326,Super TECHPACK,1-Jul-21,4.99,0,10000,00:00 (00:00),Techpack,Techpack,7
3328,Spacey Vade,1-Nov-21,4.99,0,10000,00:00 (00:00),Brown Bot,Brown Bot,11
3329,Battle Guns Simulator,16-Apr-21,0.49,0,10000,00:00 (00:00),CoolCraftGames,CoolCraftGames,4
3330,R-Naught,23-Nov-21,3.99,0,10000,00:00 (00:00),Jirapher,G-Bean Studios,11
3331,The Magic of Three,4-Jun-21,1.49,0,10000,00:00 (00:00),VL games,VL games,6
3332,Griddlers TED and PET 2,13-Jul-21,4.99,0,10000,00:00 (00:00),Somer Games,8floor,7
3333,G-MODEアーカイブス15 ちゅら島暮らし,9-Aug-21,3.49,0,10000,00:00 (00:00),G-MODE,G-MODE,8
3334,Star Chaser in Sea World,20-Jul-21,0.69,0,10000,00:00 (00:00),TamTamGames,TamTamGames,7
3335,The Adventures of Herbie & Katt LeChatt,17-Jul-21,2.99,0,10000,00:00 (00:00),Gui Zen Games,Gui Zen Games,7
3336,Adventures of Human Being,28-Jul-21,5.99,0,10000,00:00 (00:00),RK Jain,RK Jain,7
3337,Battle Rollers,18-Jun-21,3.49,0,10000,00:00 (00:00),Amethyst Ram Studios,Amethyst Ram Studios,6
3338,Football Bus Battle 2021,28-Jun-21,0.99,0,10000,00:00 (00:00),BuffGames,BuffGames,6
3339,Freddy Frog,8-Jun-21,1.39,0,10000,00:00 (00:00),Paul Connor,Paul Connor,6
3340,Mahjong Gold 2. Pirates Island,27-May-21,4.99,0,10000,00:00 (00:00),Creobit,8floor,5
3341,Green Steel,30-Jul-21,2.99,0,10000,00:00 (00:00),Pursuit Train,Pursuit Train,7
3342,DREAMWORLD,15-Jun-21,0,0,10000,00:00 (00:00),NG STUDIO,NG STUDIO,6
3343,Frosty Jumper,17-Jun-21,0.99,0,10000,00:00 (00:00),Anderson do Vale,Anderson do Vale,6
3347,Super Hot Potato,19-May-21,1.39,0,10000,00:00 (00:00),Paul Connor,Paul Connor,5
3348,Ball Twist,15-May-21,0.39,0,10000,00:00 (00:00),QuickBobber,QuickBobber,5
3349,Bizarre Mutation World,30-Jul-21,0.99,0,10000,00:00 (00:00),Cláudia Azevedo,Cláudia Azevedo,7
3350,duamo,1-Aug-21,4.99,0,10000,00:00 (00:00),Maksim Chugunov,Maksim Chugunov,8
3351,Endless Soul Light Solitaire,12-Oct-21,1.79,0,10000,00:00 (00:00),DigiMight,DigiMight,10
3352,Seblen: Battle!,23-Jul-21,0.99,0,10000,00:00 (00:00),Legible Solutions,Legible Solutions,7
3353,简单的跑酷(Simple parkour),23-Jul-21,0.99,0,10000,00:00 (00:00),tree,tree,7
3354,Ultimo Soccer UDC,14-Jul-21,2.99,0,10000,00:00 (00:00),Ultimo Games,Ultimo Games,7
3356,Beta Escape,16-Sep-21,1.99,0,10000,00:00 (00:00),Guillaume Lamontagne,Guillaume Lamontagne,9
3357,「３」,23-Jul-21,2.49,0,10000,00:00 (00:00),"子猫三処, Cat3dokoro","子猫三処, Cat3dokoro",7
3358,Vortex,9-Sep-21,2.99,0,10000,00:00 (00:00),Josh Woolley,Josh Woolley,9
3359,Creepy Mahjong,25-Oct-21,6.39,0,10000,00:00 (00:00),Biim Games,Biim Games,10
3360,Prop Factory,10-Sep-21,0.49,0,10000,00:00 (00:00),lbdl GameStudio,lbdl GameStudio,9
3362,明途之境,12-Sep-21,4.99,0,10000,00:00 (00:00),3Y Studio,3Y Studio,9
3363,Neondrops,13-Sep-21,19.99,0,10000,00:00 (00:00),Emmanuel Douge,Emmanuel Douge,9
3365,Extrorb,14-Sep-21,0.99,0,10000,00:00 (00:00),"Tresiris, LLC","Tresiris, LLC",9
3366,Selfmade Devil,15-Sep-21,0.99,0,10000,00:00 (00:00),双星骑,双星骑,9
3368,Drag Engineer,17-Sep-21,0.99,0,10000,00:00 (00:00),Guang Pu,Guang Pu,9
3369,Mud River,21-Sep-21,3.49,0,10000,00:00 (00:00),Felipe Mattar,RocpainGames,9
3370,Sex Robot Road Trip: Highway to Harrisburg,22-Sep-21,6.99,0,10000,00:00 (00:00),Yoss III,KONOL Games,9
3371,Almazy,21-Sep-21,4.99,0,10000,00:00 (00:00),Ivelle Games,Ivelle Games,9
3372,Rectitude,28-Sep-21,4.99,0,10000,00:00 (00:00),Sean Robbins,SB Media Productions LLC,9
3373,Fill and Cross Trick or Treat 3,12-Sep-21,4.99,0,10000,00:00 (00:00),Creobit,8floor,9
3374,Infinite Cube Defense,24-Sep-21,1.99,0,10000,00:00 (00:00),Abyss Rift,Abyss Rift,9
3375,FiberTales: DummyKart,6-Oct-21,4.99,0,10000,00:00 (00:00),FiberTales,FiberTales,10
3377,ボク姫PROJECT,14-Oct-21,69.99,0,10000,00:00 (00:00),ウィザードソフト,日本一ソフトウェア,10
3378,Ripple 涟,1-Oct-21,2.99,0,10000,00:00 (00:00),Leta Games,Leta Games,10
3379,Lucy,6-Oct-21,4.99,0,10000,00:00 (00:00),SkullReaper,SkullReaper,10
3380,PolyBoost,26-Oct-21,1.99,0,10000,00:00 (00:00),Epic Byte Studios,Epic Byte Studios,10
3382,Holiday Jigsaw Halloween 2,22-Sep-21,0.49,0,10000,00:00 (00:00),Creobit,8floor,9
3383,Schizm: Mysterious Journey,8-Oct-21,6.02,0,10000,00:00 (00:00),DETALION,LK Avalon,10
3384,Time's Up in Tiny Town,14-Oct-21,5.99,0,10000,00:00 (00:00),6 Toad Games,6 Toad Games,10
3385,TealGrounds,15-Oct-21,3.99,0,10000,00:00 (00:00),Bart?omiej Sapalski,Bart?omiej Sapalski,10
3386,Battle Chess 4000,13-Oct-21,7.99,0,10000,00:00 (00:00),Interplay Entertainment Corp.,Interplay Entertainment Corp.,10
3387,FAWE: Enchanted Forest,12-Oct-21,0,0,10000,00:00 (00:00),Town Portal,Town Portal,10
3388,Typeds,22-Oct-21,5.99,0,10000,00:00 (00:00),SimonelOfficial,SeNaByZa,10
3389,Dead Tunnel,30-Oct-21,5.99,0,10000,00:00 (00:00),GasMask Creative,GasMask Creative,10
3390,Cornmaze Craze,29-Oct-21,2.99,0,10000,00:00 (00:00),Elmok,Elmok,10
3391,Starblast: Retro Wars,18-Oct-21,4.99,0,10000,00:00 (00:00),"CrimsonBlackGames, JR 01, Ken Railey",CrimsonBlackGames,10
3392,Maze Mania: The Ultimate 3D Maze Game,11-Nov-21,1.19,0,10000,00:00 (00:00),Space Sheep Gaming Ltd,Space Sheep Gaming Ltd,11
3393,The House,29-Oct-21,0.99,0,10000,00:00 (00:00),HalfLabs Studio,HalfLabs Studio,10
3394,This & Cats,21-Oct-21,9.99,0,10000,00:00 (00:00),Ryan Stephen,Ryan Stephen,10
3396,KEMONOPOLY,11-Nov-21,4.79,0,10000,00:00 (00:00),EXAMGAMES,EXAMGAMES,11
3397,A Frustrating Platformer,26-Oct-21,0.49,0,10000,00:00 (00:00),SillyFoal Studios,SillyFoal Studios,10
3399,Code.Breaker(),18-Dec-21,9.99,0,10000,00:00 (00:00),HokaBento Studio,HokaBento Studio GmbH,12
3400,Top Gang,24-Oct-21,0.99,0,10000,00:00 (00:00),lbdl GameStudio,lbdl GameStudio,10
3401,Rakuten,2-Dec-21,9.99,0,10000,00:00 (00:00),TheRealDan,TheRealDan,12
3402,Make The Jump,1-Dec-21,2.99,0,10000,00:00 (00:00),SlidysGames,SlidysGames,12
3403,Safari Cannon,28-Oct-21,0.29,0,10000,00:00 (00:00),Lighthouse Games Studio,Lighthouse Games Studio,10
3405,Kungen,28-Oct-21,4.99,0,10000,00:00 (00:00),Whitecode Games,Whitecode Games,10
3406,The Flea Evolution: Bugaboo,29-Oct-21,6.99,0,10000,00:00 (00:00),Ikigai Play,Zerouno Games,10
3407,Castle Mascot,29-Oct-21,1.99,0,10000,00:00 (00:00),JoyMoon Tech Ltd.,JoyMoon Tech Ltd.,10
3408,Mystery Coin,1-Nov-21,0.38,0,10000,00:00 (00:00),CuberZ,CasGame,11
3409,Heatris,25-Nov-21,0.99,0,10000,00:00 (00:00),Alexandre Martins Pereira,Alexandre Martins Pereira,11
3410,My Simple Puzzle,4-Nov-21,4.49,0,10000,00:00 (00:00),Tavlykaev Rinat,Tavlykaev Rinat,11
3411,KarmaCrown,2-Nov-21,2.99,0,10000,00:00 (00:00),Furyface,Furyface,11
3412,Rage Chicken 2,5-Nov-21,5.99,0,10000,00:00 (00:00),Adequate Frustration,Adequate Frustration,11
3413,Knockball pool,7-Nov-21,2.99,0,10000,00:00 (00:00),LGT SIA,LGT SIA,11
3414,DayDream Mosaics 2: Juliette's Tale,12-Nov-21,4.04,0,10000,00:00 (00:00),Lucaciu Studio,Lucaciu Studio,11
3416,Resonance Wars,11-Nov-21,2.99,0,10000,00:00 (00:00),TeatimeStrategy,TeatimeStrategy,11
3418,Little Stars,11-Nov-21,0.99,0,10000,00:00 (00:00),cabbageking,cabbageking,11
3419,Nonlinear System Tools,3-Dec-21,19.99,0,10000,00:00 (00:00),Martin Petkovski,Return Zero,12
3420,ONNANOKO KEEPER 3,23-Nov-21,0.69,0,10000,00:00 (00:00),ilyumi,"ilyumi Co., Ltd.",11
3421,The Knight of Turn,18-Dec-21,0.49,0,10000,00:00 (00:00),IdunaSoft,IdunaSoft,12
3422,Breakdown,21-Nov-21,0.39,0,10000,00:00 (00:00),QuickBobber,QuickBobber,11
3423,Bogdanoff vs. Wojak Simulator,20-Nov-21,1.19,0,10000,00:00 (00:00),Kristian Todt,Tofu Interactive,11
3425,RoboLingo,24-Nov-21,0.49,0,10000,00:00 (00:00),"Mama Makes Games, LLC","Mama Makes Games, LLC",11
3426,Middle Ages Jigsaw Puzzles,24-Nov-21,0.59,0,10000,00:00 (00:00),Boogygames Studios,Boogygames Studios,11
3427,Scientifically Accurate Dinosaur Mating Simulator 2021,24-Dec-21,4.24,0,10000,00:00 (00:00),Stegalosaurus Game Development,Stegalosaurus Game Development,12
3428,Texture Assembler,30-Nov-21,5.99,0,10000,00:00 (00:00),VintProg,VintProg,11
3430,Christmas Wonderland 12,14-Dec-21,6.99,0,10000,00:00 (00:00),Casual Arts,Casual Arts,12
3431,VR Pictures,8-Dec-21,0.99,0,10000,00:00 (00:00),Adelante LLC,Adelante LLC,12
3432,Popped Up,9-Dec-21,0,0,10000,00:00 (00:00),111144447777a,111144447777a,12
3433,Trisceli特里西利,14-Dec-21,1,0,10000,00:00 (00:00),Uncle Wang,Uncle Wang,12
3435,Balls and Dungeons,15-Dec-21,1.99,0,10000,00:00 (00:00),Technolomics,Technolomics,12
3437,Icewords,26-Dec-21,2.99,0,10000,00:00 (00:00),First Heuristic Games,First Heuristic Games,12
3439,Oftalmogarden,28-Dec-21,7.99,0,10000,00:00 (00:00),Nazorus,Nazorus,12
3440,Aether Way,27-Mar-21,10.99,0,10000,00:00 (00:00),Fearless Donut,Fearless Donut,3
3441,Astrodition,25-Jun-21,8.99,0,10000,00:00 (00:00),Astrodition Development,Astrodition Development,6
3442,Bird Boxing,20-Aug-21,4.99,0,10000,00:00 (00:00),Frisson Games,Frisson Games,8
3443,Cyberwinter,23-Jun-21,4.99,0,10000,00:00 (00:00),Panda Pasha Games,Panda Pasha Games,6
3444,Cave Explorers,8-Oct-21,9.99,0,10000,00:00 (00:00),MarkV,MarkV,10
3446,The Last Islands of Man,8-Jan-21,2.99,0,10000,00:00 (00:00),Forked Tail Studio,Forked Tail Studio,1
3447,Archons of Doom,30-Nov-21,11.99,0,10000,00:00 (00:00),Third Impression,Third Impression,11
3449,The Alpha 001,18-Jan-21,2.99,0,10000,00:00 (00:00),ZettaZed,ZettaZed,1
3450,Eliminate Drips - 消灭水滴,8-Jan-21,0.99,0,10000,00:00 (00:00),Enjoy Play,Enjoy Play,1
3451,WirtschaftsWoche Virtual Reality,13-Jan-21,4.99,0,10000,00:00 (00:00),"Michael Bertram, Christoph Vogel, HSD-MiReVi",Handelsblatt GmbH – ein Unternehmen der Handelsblatt Media Group GmbH & Co. KG,1
3452,Minforiga,21-Jan-21,0.9,0,10000,00:00 (00:00),Ned Yonkers,Ned Yonkers,1
3453,Marble Ball Racing,21-Jan-21,5.99,0,10000,00:00 (00:00),cosineman,cosineman,1
3454,Freed Soft,19-Mar-21,9.99,0,10000,00:00 (00:00),RDU Game IT company,RDU Game IT company,3
3455,Adventure Field 4,7-Feb-21,3.99,0,10000,00:00 (00:00),Wathitdew Record,Wathitdew Record,2
3456,Boring in paradise,10-Jan-21,0.99,0,10000,00:00 (00:00),Timofei Usikov,cd-doma production,1
3457,Twin Horizons,19-Feb-21,14.99,0,10000,00:00 (00:00),Exploding Cable Productions,Exploding Cable Productions,2
3458,Sprint Racer,5-Feb-21,0.84,0,10000,00:00 (00:00),Tudou Games,Tudou Games,2
3459,Qual,14-Jun-21,7.99,0,10000,00:00 (00:00),Just Making Games,Just Making Games,6
3460,Nonestory P1,15-Feb-21,1.99,0,10000,00:00 (00:00),anotherGD,anotherCompany,2
3461,Dodge Dancer,15-Feb-21,1.99,0,10000,00:00 (00:00),Crooked Snout Games,Crooked Snout Games,2
3462,The Bits That Saved the Galaxy,30-Apr-21,1.24,0,10000,00:00 (00:00),James C Gray,James C Gray,4
3464,Power Of Slide,19-Jul-21,0.99,0,10000,00:00 (00:00),ABG,ABG,7
3465,Build Em' Faster,7-Jun-21,5.99,0,10000,00:00 (00:00),CrooLab,CrooLab,6
3466,Liars Village,13-Apr-21,2.99,0,10000,00:00 (00:00),Leonard Jouen,Leonard Jouen,4
3467,Romeo Must Live,8-Mar-21,3.49,0,10000,00:00 (00:00),Little Black Book Entertainment,Little Black Book Entertainment,3
3468,Jump/Die/Live,6-Mar-21,1.99,0,10000,00:00 (00:00),AngelRDev,AngleRDev,3
3469,回纹集换卡牌TCG,5-Feb-21,0.99,0,10000,00:00 (00:00),都要恰饭的,都要恰饭的,2
3470,蘑菇的冒险 MoGu's Adventure,26-Feb-21,0.99,0,10000,00:00 (00:00),LaoMaoGame,LaoMaoGame,2
3471,Tiani,6-Mar-21,5.99,0,10000,00:00 (00:00),Ken Langella,Ken Langella,3
3472,The Midnight Eater,5-Mar-21,2.99,0,10000,00:00 (00:00),SSBy Studios,SSBy Studios,3
3474,Occultism Limbo: The ritual of little nightmares,11-Mar-21,4.99,0,10000,00:00 (00:00),Trigger the Monster,Cooking and Publishing,3
3475,Weatherworn: The Adventure of Pap & Pup,24-Sep-21,9.99,0,10000,00:00 (00:00),Jeremy Waltman,KINGSWORDS,9
3476,Trapped,15-Mar-21,0.84,0,10000,00:00 (00:00),Cptn_troll,Cptn_troll,3
3477,One Try Tower,7-Jun-21,0.99,0,10000,00:00 (00:00),Bilzivar,The Overall Angle,6
3478,Godkiller,1-Aug-21,2.99,0,10000,00:00 (00:00),Oung Oung,Oung Oung,8
3479,The Immortal,30-Mar-21,7.99,0,10000,00:00 (00:00),Will Harvey,"Piko Interactive LLC, Bleem!",3
3481,Triple Dungeon,22-Mar-21,2.5,0,10000,00:00 (00:00),bankbank,Wainstop James,3
3483,Race Project,26-Jun-21,3.99,0,10000,00:00 (00:00),Bearded Monkeys,Bearded Monkeys,6
3484,Boat Warfare,1-Jul-21,4.99,0,10000,00:00 (00:00),Ty Victorson,Ty Victorson,7
3485,RhythmSlinger,26-Jul-21,8.99,0,10000,00:00 (00:00),Jacob's Juicy Games Co.,Jacob's Juicy Games Co.,7
3487,Archie,24-Nov-21,0.59,0,10000,00:00 (00:00),Ural Hedgehog,Ural Hedgehog,11
3488,Magical Girl Creator,15-Oct-21,6.99,0,10000,00:00 (00:00),Sonya Fung,CloudNovel LLC,10
3489,Flag Color Number - Painting and Coloring,12-May-21,0.49,0,10000,00:00 (00:00),Boogygames Studios,Boogygames Studios,5
3490,One Escape,3-Dec-21,2.99,0,10000,00:00 (00:00),BUG-Studio,Ratalaika Games S.L.,12
3492,Paid Trade,29-Mar-21,0.99,0,10000,00:00 (00:00),Jonas Tag,Jonas Tag,3
3493,恶搞赛车 湿身吧！ Splash To Wild Kids,10-Aug-21,1.99,0,10000,00:00 (00:00),Super funny game,Super funny game,8
3494,Destroy the Dummies,26-Apr-21,2.49,0,10000,00:00 (00:00),Nathan Montgomery,Nathan Montgomery,4
3495,ExZeus: The Complete Collection,30-Sep-21,9.09,0,10000,00:00 (00:00),"HyperDevbox, Sickhead Games",Ziggurat,9
3496,Sea Battle: Annihilation,5-Apr-21,1.99,0,10000,00:00 (00:00),LaxieStudios,LaxieStudios,4
3497,Falnarion Tactics: Oathbreaker,15-Jul-21,0,0,10000,00:00 (00:00),Team Syukino,Team Syukino,7
3498,The King of Warriors : Battle in the Three Kingdoms,7-Oct-21,14.99,0,10000,00:00 (00:00),UnieWare,UnieWare,10
3499,深渊,25-Aug-21,1.99,0,10000,00:00 (00:00),青灯独酌,青灯独酌,8
3500,XANDO: Xtreme & Over the Top,21-Nov-21,1.99,0,10000,00:00 (00:00),Astral Arkade,Astral Arkade,11
3502,Route Me Mail and Delivery Co,18-Aug-21,2.79,0,10000,00:00 (00:00),Elushis,Elushis Music & Gaming,8
3503,Abandoned Croxon Mansion,16-Jul-21,1.59,0,10000,00:00 (00:00),Anamik Majumdar,Anamik Majumdar,7
3505,CodeWorks: Visual Scripting Framework for GameGuru,1-Jul-21,29.99,0,10000,00:00 (00:00),GameDev_ToolMaker,GameDev_ToolMaker,7
3506,Unreal Sandbox,17-Aug-21,0.99,0,10000,00:00 (00:00),Blockout22,Blockout22,8
3507,Lake of Shadows,25-Aug-21,2.99,0,10000,00:00 (00:00),Justin Admaja,Justin Admaja,8
3509,Tank Battle Royale,17-Nov-21,24.99,0,10000,00:00 (00:00),BlackEye Studios,BlackEye Studios,11
3510,Glizzy Gobbler,31-Mar-21,2.39,0,10000,00:00 (00:00),TGMB Studio,TGBM Studio,3
3512,Project Hacker,27-May-21,1.79,0,10000,00:00 (00:00),HecThoor Entertainment,HecThoor Entertainment,5
3513,Seafarers,1-Aug-21,4.99,0,10000,00:00 (00:00),Egghead Interactive LLC.,Egghead Interactive LLC.,8
3514,Solitaire Game Halloween 2,16-May-21,4.99,0,10000,00:00 (00:00),Creobit,8floor,5
3515,Mahjong Carnaval 2,20-May-21,4.99,0,10000,00:00 (00:00),Creobit,8floor,5
3516,Small Town Terrors: Galdor's Bluff Collector's Edition,22-Apr-21,3.99,0,10000,00:00 (00:00),Gunnar Games,Gunnar Games,4
3517,Fat Fritz 2.0 SE,19-Jul-21,0,0,10000,00:00 (00:00),ChessBase GmbH,ChessBase GmbH,7
3520,Reconnect,5-Apr-21,1.99,0,10000,00:00 (00:00),HFOTA,HFOTA,4
3521,Cosmica,30-Apr-21,6.99,0,10000,00:00 (00:00),NeuroJump,NeuroJump,4
3522,Gang of Paws,19-Jul-21,4.99,0,10000,00:00 (00:00),Arkuni,Arkuni,7
3523,Manual Intervention VR,5-Jul-21,2.99,0,10000,00:00 (00:00),Spannerworx,Spannerworx,7
3524,Luminyte,29-Jul-21,0,0,10000,00:00 (00:00),baerenbytes,baerenbytes,7
3526,Surgeball,22-May-21,0.99,0,10000,00:00 (00:00),Mike Farrant,Mike Farrant,5
3528,Blue Rabbit,7-Jun-21,3.74,0,10000,00:00 (00:00),J.P. van Osta,Coughing Dragon,6
3529,Saving Ghost,31-Jul-21,0.99,0,10000,00:00 (00:00),OOPs.K,OOPs.K,7
3530,Space Intervention,27-Jul-21,0.37,0,10000,00:00 (00:00),RandomSpin,RandomSpin,7
3532,Monkey Tantrum,13-Aug-21,9.99,0,10000,00:00 (00:00),Adato Games,Adato Games,8
3533,kana!kana?,30-Jul-21,0.29,0,10000,00:00 (00:00),花果山勇士神选OFFICIAL,花果山勇士神选OFFICIAL,7
3534,Blood Labs,13-Jul-21,0.99,0,10000,00:00 (00:00),Dean Ford,Dean Ford,7
3536,Calmed by the Dark Leviathan,29-Nov-21,1.99,0,10000,00:00 (00:00),Calmed by the Dark Games,Calmed by the Dark Games,11
3537,Iselin Saga,14-Jul-21,2.09,0,10000,00:00 (00:00),Seven Sails Games,Seven Sails Games,7
3538,RGByte,23-Jul-21,9.99,0,10000,00:00 (00:00),RGByte Software,RGByte Software,7
3539,LandCombat:Ren,31-Dec-21,7.99,0,10000,00:00 (00:00),Banada,Banada,12
3540,Rabbit Hole,31-Aug-21,0,0,10000,00:00 (00:00),Young Jewel,Young Jewel,8
3541,Cats - Classic Onet Connect,6-Aug-21,0.39,0,10000,00:00 (00:00),Boogygames Studios,Boogygames Studios,8
3542,RUM - Rust Utility Mod,9-Sep-21,1.19,0,10000,00:00 (00:00),Alex Renard,Alex Renard,9
3543,One Fateful Night,20-Sep-21,4.99,0,10000,00:00 (00:00),Chaotic Vector Studios LLC,Chaotic Vector Studios LLC,9
3545,Campfire Tales,28-Oct-21,3.99,0,10000,00:00 (00:00),Mow Mow,Mow Mow,10
3546,Absurd Chess,1-Dec-21,0.54,0,10000,00:00 (00:00),Pretty Absurd,Pretty Absurd,12
3547,VR Summer Sports,24-Sep-21,9.99,0,10000,00:00 (00:00),"Flamboyant Entertainment, Byte Mind, Lucky Game and Entertainment",Flamboyant Entertainment,9
3548,Knight&Princess,26-Nov-21,0.99,0,10000,00:00 (00:00),Superon,Superon,11
3550,Eyes of the Night,28-Sep-21,1.01,0,10000,00:00 (00:00),Lama glama Game Company,Lama glama Game Company,9
